Ti West,"[u'Category:1980 births', u'Category:American film directors', u'Category:American film editors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Commons category with local link same as on Wikidata', u'Category:Horror film directors', u'Category:Living people']"
Gil Junger,"[u'Category:1954 births', u'Category:All BLP articles lacking sources', u'Category:American film directors', u'Category:American television directors', u'Category:BLP articles lacking sources from June 2012', u'Category:Living people', u'Category:People from New York City', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers']"
George Miller,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Kelly Makin,"[u'Category:All stub articles', u'Category:Canadian film director stubs', u'Category:Canadian film directors', u'Category:Canadian television biography stubs', u'Category:Canadian television directors', u'Category:Living people']"
Jerry Lewis,"[u'Category:1926 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:Academy Honorary Award recipients', u'Category:All articles with dead external links', u'Category:American film directors', u'Category:American film producers', u'Category:American male comedians', u'Category:American male film actors', u'Category:American male musical theatre actors']"
Mark Rydell,"[u'Category:1928 births', u'Category:20th-century American male actors', u'Category:All BLP articles lacking sources', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male soap opera actors', u'Category:Articles with IBDb links', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from December 2016']"
Howard Zieff,"[u'Category:1927 births', u'Category:2009 deaths', u'Category:All articles with dead external links', u'Category:American Jews', u'Category:American film directors', u'Category:American photographers', u'Category:Articles with dead external links from January 2014', u""Category:Deaths from Parkinson's disease"", u'Category:Film directors from California', u'Category:Film directors from Los Angeles']"
Wayne Wang,"[u'Category:1949 births', u'Category:American film directors of Hong Kong descent', u'Category:American film editors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Hong Kong descent', u'Category:Articles containing simplified Chinese-language text', u'Category:Articles containing traditional Chinese-language text', u'Category:Asian film producers', u'Category:California College of the Arts alumni']"
E. Elias Merhige,"[u'Category:1964 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:All stub articles', u'Category:American film director stubs', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from September 2013', u'Category:BLP articles lacking sources from July 2015', u'Category:Living people']"
Andrew Fleming,"[u'Category:1963 births', u'Category:All stub articles', u'Category:American film director, 1960s birth stubs', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:American television directors', u'Category:American television producers', u'Category:Articles with hCards', u'Category:Living people']"
David Frankel,"[u'Category:1959 births', u'Category:American Jews', u'Category:American film directors', u'Category:American film editors', u'Category:American male screenwriters', u'Category:American television directors', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Directors of Live Action Short Film Academy Award winners', u'Category:Harvard University alumni']"
Andrew Dominik,"[u'Category:1967 births', u'Category:Articles with hCards', u'Category:Australian film directors', u'Category:CS1 Polish-language sources (pl)', u'Category:Living people', u'Category:People from Wellington City', u'Category:Webarchive template wayback links', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with LCCN identifiers']"
George Roy Hill,"[u'Category:1921 births', u'Category:2002 deaths', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American Roman Catholics', u'Category:American film directors', u'Category:American military personnel of World War II', u'Category:American military personnel of the Korean War', u'Category:American television directors', u'Category:Articles with IBDb links']"
Trey Parker,"[u'Category:1969 births', u'Category:20th-century American male actors', u'Category:20th-century American singers', u'Category:21st-century American male actors', u'Category:21st-century American singers', u'Category:21st-century American writers', u'Category:All Wikipedia articles written in American English', u'Category:American animators', u'Category:American comedy musicians', u'Category:American film directors']"
Anna Boden,"[u'Category:1976 births', u'Category:American film editors', u'Category:American women film directors', u'Category:American women film producers', u'Category:American women screenwriters', u'Category:Articles with hCards', u'Category:Artists from Berkeley, California', u'Category:Columbia University School of the Arts alumni', u'Category:Film directors from California', u'Category:Living people']"
Stephen Gaghan,"[u'Category:1965 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American male novelists', u'Category:American male screenwriters', u'Category:American mystery writers', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from March 2014', u'Category:Articles with unsourced statements from September 2013']"
George P. Cosmatos,"[u'Category:1941 births', u'Category:2005 deaths', u'Category:Articles with hCards', u'Category:Cypriot film directors', u'Category:Deaths from cancer in British Columbia', u'Category:Deaths from lung cancer', u'Category:Egyptian people of Greek descent', u'Category:Greek Cypriot people', u'Category:Greek film directors', u'Category:Italian film directors']"
Anthony Hickox,"[u'Category:1959 births', u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:All articles with unsourced statements', u'Category:Articles lacking reliable references from May 2010', u'Category:Articles sourced by IMDb from May 2010', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from August 2016', u'Category:BLP articles lacking sources from May 2010', u'Category:English film directors']"
David O. Russell,"[u'Category:1958 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film directors of Italian descent', u'Category:American male screenwriters', u'Category:American people of Lucanian descent', u'Category:American people of Russian-Jewish descent', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from July 2013', u'Category:BAFTA winners (people)']"
Jonathan Lynn,"[u'Category:1943 births', u'Category:Alumni of Pembroke College, Cambridge', u'Category:Articles with IBDb links', u'Category:Articles with hCards', u'Category:English film directors', u'Category:English male comedians', u'Category:English male stage actors', u'Category:English male television actors', u'Category:English male writers', u'Category:English people of Jewish descent']"
Antoine Fuqua,"[u'Category:1966 births', u'Category:African-American film directors', u'Category:American music video directors', u'Category:Articles with hCards', u'Category:English-language film directors', u'Category:Film directors from Pennsylvania', u'Category:Living people', u'Category:People from Pittsburgh', u'Category:Television commercial directors', u'Category:Use mdy dates from May 2012']"
Ron Clements,"[u'Category:1953 births', u'Category:Animated film directors', u'Category:Animators from Iowa', u'Category:Annie Award winners', u'Category:Articles with hCards', u'Category:Commons category with local link same as on Wikidata', u'Category:Disney people', u'Category:Living people', u'Category:Use mdy dates from January 2012', u'Category:Wikipedia articles with BNF identifiers']"
D.J. Caruso,"[u'Category:1965 births', u'Category:All articles with unsourced statements', u'Category:American film directors of Italian descent', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from June 2008', u'Category:CS1 maint: Multiple names: authors list', u'Category:Living people', u'Category:People from Norwalk, Connecticut', u'Category:Pepperdine University alumni']"
David Gelb,"[u'Category:1983 births', u'Category:American film directors', u'Category:American film editors', u'Category:Articles with hCards', u'Category:Film directors from New York', u'Category:Living people', u'Category:People from New York City', u'Category:Twitter username different from Wikidata', u'Category:Use mdy dates from February 2013']"
Hector Babenco,"[u'Category:1946 births', u'Category:2016 deaths', u'Category:Argentine Jews', u'Category:Argentine emigrants to Brazil', u'Category:Argentine film directors', u'Category:Argentine film producers', u'Category:Argentine male writers', u'Category:Argentine people of Polish-Jewish descent', u'Category:Argentine people of Ukrainian-Jewish descent', u'Category:Argentine people of Ukrainian descent']"
Nick Cassavetes,"[u'Category:1959 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American male television actors', u'Category:American people of Greek descent', u'Category:American people of Welsh descent']"
Paul McGuigan,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
 Warren Coleman,"[u'Category:1901 births', u'Category:1968 deaths', u'Category:20th-century American male actors', u'Category:20th-century American singers', u'Category:20th-century opera singers', u'Category:All stub articles', u'Category:American male musical theatre actors', u'Category:American opera singer stubs', u'Category:American opera singers', u'Category:Articles with IBDb links']"
Peter Jackson,"[u'Category:1961 births', u'Category:All BLP articles lacking sources', u'Category:All Wikipedia articles written in New Zealand English', u'Category:All articles covered by WikiProject Wikify', u'Category:All articles needing references cleanup', u'Category:All articles that may contain original research', u'Category:Articles covered by WikiProject Wikify from October 2015', u'Category:Articles needing more detailed references', u'Category:Articles that may contain original research from October 2015', u'Category:Articles with Italian-language external links']"
Florian Henckel von Donnersmarck,"[u'Category:1973 births', u'Category:Alumni of New College, Oxford', u'Category:Articles with hCards', u'Category:BAFTA winners (people)', u'Category:Best Director German Film Award winners', u'Category:CS1 maint: Multiple names: authors list', u'Category:Commons category with local link same as on Wikidata', u'Category:European Film Awards winners (people)', u'Category:German-language film directors', u'Category:German Roman Catholics']"
Joel Schumacher,"[u'Category:1939 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American film producers', u'Category:American music video directors', u'Category:American people of Swedish-Jewish descent', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from February 2013', u'Category:Articles with unsourced statements from November 2016', u'Category:Articles with unsourced statements from September 2015']"
Salim Akil,
Alan Cumming,"[u'Category:1965 births', u'Category:20th-century Scottish male actors', u'Category:21st-century Scottish male actors', u'Category:Alumni of the Royal Scottish Academy of Music and Drama', u'Category:Articles with IBDb links', u'Category:Articles with hCards', u'Category:Bisexual male actors', u'Category:Bisexual men', u'Category:Bisexual rights activists', u'Category:Bisexual writers']"
David S. Goyer,"[u'Category:1965 births', u'Category:American comics writers', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television producers', u'Category:Film directors from Michigan', u'Category:Jewish American writers', u'Category:Living people', u'Category:USC School of Cinematic Arts alumni']"
Paul Michael Glaser,"[u'Category:1943 births', u'Category:All articles needing style editing', u'Category:American film directors', u'Category:American health activists', u'Category:American male film actors', u'Category:American male television actors', u'Category:American television directors', u'Category:Articles using Template:EmmyTVLegends name', u'Category:Articles with IBDb links', u'Category:Articles with hCards']"
Guy Hamilton,"[u'Category:1922 births', u'Category:2016 deaths', u'Category:Articles with hCards', u'Category:English film directors', u'Category:English screenwriters', u'Category:EngvarB from August 2014', u'Category:James Bond film directors', u'Category:Recipients of the Distinguished Service Cross (United Kingdom)', u'Category:Royal Navy officers of World War II', u'Category:Use dmy dates from August 2014']"
 Alexandre Rockwell,"[u'Category:1956 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:All stub articles', u'Category:American film director, 1950s birth stubs', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Russian descent', u'Category:Articles with hCards']"
Fraser C. Heston,"[u'Category:1955 births', u'Category:All stub articles', u'Category:American film director, 1950s birth stubs', u'Category:American film directors', u'Category:American film producer stubs', u'Category:American film producers', u'Category:American male child actors', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Film directors from California']"
Floria Sigismondi,"[u'Category:1965 births', u'Category:All BLP articles lacking sources', u'Category:All articles with a promotional tone', u'Category:Articles with a promotional tone from August 2016', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from July 2013', u'Category:Canadian music video directors', u'Category:Canadian photographers', u'Category:Canadian women artists', u'Category:Canadian women film directors']"
Keenen Ivory Wayans,"[u'Category:1958 births', u'Category:African-American comedians', u'Category:African-American film directors', u'Category:African-American male actors', u'Category:African-American screenwriters', u'Category:African-American television producers', u'Category:African-American television talk show hosts', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American male television actors']"
Peter Sollett,"[u'Category:1976 births', u'Category:American cinematographers', u'Category:American film directors', u'Category:American film editors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:Columbia University faculty', u'Category:Commons category with local link same as on Wikidata', u'Category:Living people', u'Category:Pages using Infobox writer with unknown parameters']"
Rob Schmidt,"[u'Category:1965 births', u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:All stub articles', u'Category:American film biography stubs', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles lacking reliable references from December 2007', u'Category:Articles sourced only by IMDb from December 2007', u'Category:BLP articles lacking sources from December 2007']"
Rob Zombie,"[u'Category:1965 births', u'Category:20th-century American male actors', u'Category:20th-century American singers', u'Category:21st-century American male actors', u'Category:21st-century American singers', u'Category:All articles with dead external links', u'Category:Alternative metal musicians', u'Category:American film directors', u'Category:American heavy metal singers', u'Category:American industrial musicians']"
Alejandro Amenábar,"[u'Category:1972 births', u'Category:All articles with unsourced statements', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from March 2013', u'Category:Best Director Goya Award winners', u'Category:CS1 Spanish-language sources (es)', u'Category:Chilean atheists', u'Category:Chilean film directors', u'Category:Chilean people of Spanish descent', u'Category:Complutense University of Madrid alumni']"
Gary Winick,"[u'Category:1961 births', u'Category:2011 deaths', u'Category:AFI Conservatory alumni', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film editors', u'Category:American film producers', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from September 2013', u'Category:Independent Spirit Award winners']"
Ben Younger,"[u'Category:1972 births', u'Category:American Jews', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Living people', u'Category:Queens College, City University of New York alumni', u'Category:Use mdy dates from December 2013']"
Kevin Reynolds,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Michael Bay,"[u'Category:1965 births', u'Category:All articles with unsourced statements', u'Category:American adoptees', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American music video directors', u'Category:American people of Russian-Jewish descent', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from April 2010']"
Ted Demme,"[u'Category:1963 births', u'Category:2002 deaths', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male television actors', u'Category:American television directors', u'Category:American television producers', u'Category:Articles with hCards']"
John Frankenheimer,"[u'Category:1930 births', u'Category:2002 deaths', u'Category:American film directors', u'Category:American people of German-Jewish descent', u'Category:American people of Irish descent', u'Category:American television directors', u'Category:American television producers', u'Category:Articles using Template:EmmyTVLegends name', u'Category:Articles with hCards', u'Category:Film directors from New York City']"
Sylvester Stallone,"[u'Category:1946 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:All articles lacking reliable references', u'Category:All articles with dead external links', u'Category:American Roman Catholics', u'Category:American boxing promoters', u'Category:American film directors of Italian descent', u'Category:American gun control advocates', u'Category:American male film actors']"
Jim Sheridan,"[u'Category:1949 births', u'Category:Articles with hCards', u'Category:Irish film directors', u'Category:Irish film producers', u'Category:Irish racehorse owners and breeders', u'Category:Living people', u'Category:People from Dublin (city)', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers']"
Joe Johnston,"[u'Category:1950 births', u'Category:All pages needing factual verification', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Best Visual Effects Academy Award winners', u'Category:California State University, Long Beach alumni', u'Category:Commons category with page title same as on Wikidata', u'Category:Film directors from Texas', u'Category:Living people', u'Category:Pages using ISBN magic links']"
Sidney Lanfield,"[u'Category:1898 births', u'Category:1972 deaths', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Burials at Westwood Village Memorial Park Cemetery', u'Category:Commons category without a link on Wikidata', u'Category:Use mdy dates from November 2013', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers']"
Rob Reiner,"[u'Category:1947 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:Activists from California', u'Category:Activists from New York', u'Category:American atheists', u'Category:American bloggers', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors']"
Michael Anderson,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
James Mangold,"[u'Category:1963 births', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with dead external links from July 2015', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from July 2013', u'Category:California Institute of the Arts alumni', u'Category:Columbia University School of the Arts alumni']"
Joshua Marston,"[u'Category:1968 births', u'Category:All stub articles', u'Category:American film director, 1960s birth stubs', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American television directors', u'Category:American writer stubs', u'Category:Articles with hCards', u'Category:Independent Spirit Award winners', u'Category:Living people']"
Jonathan Winfrey,
Adam Green,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
J.C. Chandor,"[u'Category:1973 births', u'Category:Advertising directors', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Best Screenplay AACTA International Award winners', u'Category:College of Wooster alumni', u'Category:English-language film directors', u'Category:Film directors from New Jersey']"
John Lasseter,"[u'Category:1957 births', u'Category:All articles with unsourced statements', u'Category:American animators', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Animated film directors', u'Category:Animated film producers', u'Category:Annie Award winners', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from March 2016']"
Ernst Lubitsch,"[u'Category:1892 births', u'Category:1947 deaths', u'Category:20th-century German male actors', u'Category:Academy Honorary Award recipients', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Belarusian-Jewish descent', u'Category:Articles containing Russian-language text', u'Category:Articles with hCards']"
Kevin Bray,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages', u'Category:Monitored short pages']"
Neil Jordan,"[u'Category:1950 births', u'Category:20th-century Irish writers', u'Category:20th-century short story writers', u'Category:21st-century Irish writers', u'Category:21st-century short story writers', u'Category:All BLP articles lacking sources', u'Category:Aosd\xe1na members', u'Category:Articles with hCards', u'Category:BAFTA winners (people)', u'Category:BLP articles lacking sources from March 2009']"
Alejandro G. Iñárritu,"[u'Category:1963 births', u'Category:All articles lacking reliable references', u'Category:All articles with unsourced statements', u'Category:Articles lacking reliable references from March 2015', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from January 2016', u'Category:Best Directing Academy Award winners', u'Category:Best Director AACTA International Award winners', u'Category:Best Director Ariel Award winners', u'Category:Best Director BAFTA Award winners']"
Todd Haynes,"[u'Category:1961 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American Jews', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles prone to spam from January 2016', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from July 2015', u'Category:Articles with unsourced statements from November 2015']"
Jack Sholder,"[u'Category:1945 births', u'Category:All articles with unsourced statements', u'Category:All stub articles', u'Category:American film director, 1940s birth stubs', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from November 2014', u'Category:Horror film directors', u'Category:Living people']"
Zack Snyder,"[u'Category:1966 births', u'Category:Advertising directors', u'Category:All BLP articles lacking sources', u'Category:All articles to be expanded', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American music video directors', u'Category:Articles to be expanded from September 2016']"
Akiva Schaffer,"[u'Category:1977 births', u'Category:21st-century American male actors', u'Category:All articles needing additional references', u'Category:American Internet celebrities', u'Category:American comedy musicians', u'Category:American film directors', u'Category:American male comedians', u'Category:American male film actors', u'Category:American male television actors', u'Category:American television directors']"
 Richard Rich,"[u'Category:1490s births', u'Category:1567 deaths', u'Category:16th-century English nobility', u'Category:Articles incorporating Cite DNB template', u'Category:Barons in the Peerage of England', u'Category:English Anglicans', u'Category:English MPs 1529\u201336', u'Category:English MPs 1536', u'Category:English MPs 1539\u201340', u'Category:English MPs 1542\u201344']"
Luis Valdez,"[u'Category:1940 births', u'Category:20th-century American dramatists and playwrights', u'Category:American film directors', u'Category:American film directors of Mexican descent', u'Category:American writers of Mexican descent', u'Category:California State University, Monterey Bay faculty', u'Category:Film directors from California', u'Category:Hispanic and Latino American dramatists and playwrights', u'Category:Living people', u'Category:Male actors from San Jose, California']"
Joseph Kosinski,"[u'Category:1974 births', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American people of Polish descent', u'Category:Articles with hCards', u'Category:Columbia Graduate School of Architecture, Planning and Preservation alumni', u'Category:Living people', u'Category:People from Marshalltown, Iowa', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Robert Harmon,"[u'Category:All articles needing additional references', u'Category:All stub articles', u'Category:American film directors', u'Category:American television directors', u'Category:Articles needing additional references from July 2016', u'Category:Articles with hCards', u'Category:Director stubs', u'Category:Horror film directors', u'Category:Living people', u'Category:Place of birth missing (living people)']"
Ingmar Bergman,"[u'Category:1918 births', u'Category:2007 deaths', u'Category:AC with 15 elements', u'Category:Articles with hCards', u'Category:BAFTA winners (people)', u'Category:Best Director Guldbagge Award winners', u'Category:Best Screenplay Guldbagge Award winners', u'Category:Biography with signature', u'Category:CS1 Swedish-language sources (sv)', u'Category:C\xe9sar Award winners']"
Lana Wachowski,"[u'Category:1960s births', u'Category:20th-century American writers', u'Category:21st-century American women writers', u'Category:All BLP articles lacking sources', u'Category:All articles to be expanded', u'Category:All articles with unsourced statements', u'Category:American comics writers', u'Category:American film producers', u'Category:American people of Polish descent', u'Category:American women film directors']"
Alex Garland,"[u'Category:1970 births', u'Category:20th-century English novelists', u'Category:21st-century English novelists', u'Category:Alumni of the University of Manchester', u'Category:Articles with hCards', u'Category:British people of Lebanese descent', u'Category:Directors Guild of America Award winners', u'Category:English film directors', u'Category:English male novelists', u'Category:English people of Lebanese descent']"
 Ethan Coen,"[u'Category:All articles to be split', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:Articles to be split from May 2016', u'Category:Articles with dead external links from November 2016', u'Category:Articles with hCards', u'Category:Articles with permanently dead external links', u'Category:Articles with unsourced statements from December 2014', u'Category:Articles with unsourced statements from July 2014']"
David Michôd,"[u'Category:1972 births', u'Category:All Wikipedia articles written in Australian English', u'Category:All articles with dead external links', u'Category:Articles with dead external links from December 2016', u'Category:Articles with hCards', u'Category:Articles with permanently dead external links', u'Category:Australian film directors', u'Category:Australian film producers', u'Category:Australian male film actors', u'Category:Australian screenwriters']"
Sarah Smith,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Jon Amiel,"[u'Category:1948 births', u'Category:All stub articles', u'Category:Articles with hCards', u'Category:British film director stubs', u'Category:English film directors', u'Category:English film producers', u'Category:English television directors', u'Category:Film directors from London', u'Category:Living people', u'Category:Wikipedia articles with BNF identifiers']"
Bryan Forbes,"[u'Category:1926 births', u'Category:2013 deaths', u'Category:All articles with dead external links', u'Category:Alumni of the Royal Academy of Dramatic Art', u'Category:Articles with dead external links from November 2016', u'Category:Articles with hCards', u'Category:Articles with permanently dead external links', u'Category:BAFTA winners (people)', u'Category:CS1 maint: BOT: original-url status unknown', u'Category:Commanders of the Order of the British Empire']"
Albert Hughes,"[u'Category:1972 births', u'Category:African-American film directors', u'Category:All articles with dead external links', u'Category:American film directors', u'Category:American film producers', u'Category:American music video directors', u'Category:American writers of Iranian descent', u'Category:Articles with dead external links from March 2012', u'Category:Articles with hCards', u'Category:Film directors from Michigan']"
Ralph Fiennes,"[u'Category:1962 births', u'Category:20th-century English male actors', u'Category:21st-century English male actors', u'Category:Alumni of Chelsea College of Art & Design', u'Category:Alumni of the Royal Academy of Dramatic Art', u'Category:Alumni of the University of the Arts', u'Category:Articles with IBDb links', u'Category:Articles with hAudio microformats', u'Category:Articles with hCards', u'Category:Audio book narrators']"
Sean S. Cunningham,"[u'Category:1941 births', u'Category:All articles with unsourced statements', u'Category:All stub articles', u'Category:American chief executives', u'Category:American film director, 1940s birth stubs', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from May 2015', u'Category:Film directors from New York City', u'Category:Franklin & Marshall College', u'Category:Horror film directors']"
Randall Rubin,
 Brian Mulroney,"[u'Category:1939 births', u'Category:20th-century Canadian politicians', u'Category:21st-century Canadian politicians', u'Category:All articles containing potentially dated statements', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:Anglophone Quebec people', u'Category:Articles containing potentially dated statements from 2010', u'Category:Articles with dead external links from December 2011', u'Category:Articles with dead external links from December 2016']"
David Cronenberg,"[u'Category:1943 births', u'Category:20th-century Canadian male actors', u'Category:21st-century Canadian male actors', u'Category:Advertising directors', u'Category:All articles that may contain original research', u'Category:All articles with unsourced statements', u'Category:Articles that may contain original research from January 2012', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from July 2016', u'Category:Articles with unsourced statements from May 2011']"
Jeff Arch,
Lesli Linka Glatter,"[u'Category:1953 births', u'Category:American film directors', u'Category:American television directors', u'Category:American women film directors', u'Category:Directors Guild of America Award winners', u'Category:Living people', u'Category:Pages using Infobox writer with unknown parameters', u'Category:Place of birth missing (living people)', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Oliver Stone,"[u'Category:1946 births', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American Buddhists', u'Category:American documentary filmmakers', u'Category:American film directors', u'Category:American former Protestants', u'Category:American humanists', u'Category:American male screenwriters', u'Category:American male writers']"
Richard Glatzer,"[u'Category:1952 births', u'Category:2015 deaths', u'Category:All articles needing additional references', u'Category:All articles with dead external links', u'Category:American male screenwriters', u'Category:American television writers', u'Category:Articles needing additional references from March 2015', u'Category:Articles with dead external links from March 2015', u'Category:Articles with hCards', u'Category:Deaths from motor neurone disease']"
Lee Toland Krieger,"[u'Category:1980s births', u'Category:1983 births', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Living people', u'Category:University of Southern California alumni', u'Category:Writers from Los Angeles']"
Kenny Ortega,"[u'Category:1950 births', u'Category:American choreographers', u'Category:American film directors', u'Category:American male film actors', u'Category:American male television actors', u'Category:American music video directors', u'Category:American people of Spanish descent', u'Category:American television directors', u'Category:Articles with IBDb links', u'Category:Articles with hCards']"
Robert Luketic,"[u'Category:1973 births', u'Category:All articles with unsourced statements', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from November 2016', u'Category:Articles with unsourced statements from September 2010', u'Category:Australian film directors', u'Category:Australian people of Croatian descent', u'Category:Australian people of Italian descent', u'Category:CS1 Croatian-language sources (hr)', u'Category:Living people']"
Howard Deutch,"[u'Category:1950 births', u'Category:American Jews', u'Category:American film directors', u'Category:American television directors', u'Category:Articles with hCards', u'Category:George W. Hewlett High School alumni', u'Category:Living people', u'Category:Ohio State University alumni', u'Category:People from The Five Towns, New York', u'Category:Wikipedia articles with BNF identifiers']"
Pedro Almodóvar,"[u'Category:1949 births', u'Category:All BLP articles lacking sources', u'Category:All articles that may contain original research', u'Category:All articles with dead external links', u'Category:All articles with specifically marked weasel-worded phrases', u'Category:All articles with unsourced statements', u'Category:Articles needing more detailed references', u'Category:Articles that may contain original research from May 2016', u'Category:Articles with dead external links from May 2015', u'Category:Articles with dead external links from May 2016']"
Bill Forsyth,"[u'Category:1946 births', u'Category:Articles with hCards', u'Category:Best Director BAFTA Award winners', u'Category:Living people', u'Category:People from Glasgow', u'Category:Scottish film directors', u'Category:Scottish screenwriters', u'Category:Use British English from January 2017', u'Category:Use dmy dates from January 2017', u'Category:Wikipedia articles with BNF identifiers']"
Cary Joji Fukunaga,"[u'Category:1977 births', u'Category:All articles with unsourced statements', u'Category:American cinematographers', u'Category:American film directors of Japanese descent', u'Category:American male screenwriters', u'Category:American people of Swedish descent', u'Category:American television directors', u'Category:American television producers', u'Category:American writers of Japanese descent', u'Category:Articles with hCards']"
